files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.00  T=0.05 s (844.7 files/s 137059.6 lines/s)"
28,Python,1041,1316,4045
1,DOS Batch,23,1,166
1,make,24,5,124
3,Text,1,0,64
8,reStructuredText,99,118,52
2,Qt,0,1,34
1,YAML,5,0,20
44,SUM,1193,1441,4505
