files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.00  T=0.20 s (3693.0 files/s 202546.7 lines/s)"
605,PO File,3420,6712,19342
42,C++,705,255,3510
17,JSON,0,0,2832
6,Text,258,0,1145
26,C/C++ Header,291,250,941
12,QML,159,72,747
27,CMake,92,2,377
1,Qt,0,0,164
1,Markdown,34,0,116
3,YAML,3,2,37
16,Bourne Shell,2,0,34
1,Standard ML,1,0,15
757,SUM,4965,7293,29260
