files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.00  T=5.58 s (13.1 files/s 276098.7 lines/s)"
7,Pascal,0,0,723708
6,Text,6,0,619278
59,Python,561,300,194901
1,Markdown,219,0,569
73,SUM,786,300,1538456
