0ad a26-12
qxlsx 1.4.7-1
qxmledit 0.9.18-1
qxmpp 1.6.0-1
r 4.3.2-4
r2ghidra 5.8.8-1
r8168 8.052.01-29
r8168-lts 8.052.01-29
racket 8.11.1-1
radare2 5.8.8-2
radcli 1.3.0-1
radeontool 1.6.3-4
radeontop 1.4-2
radvd 2.19-1
raft 0.18.1-1
rage 0.4.0-1
ragel 6.10-3
range-v3 0.12.0-1
rapidcheck r1056.ff6af6f-2
rapidfuzz-cpp 3.0.0-1
rapidjson 1.1.0-5
rapidyaml 0.5.0-3
raptor 2.0.16-4
rarcrack 0.2-7
rasqal 1:0.9.33-7
rauc 1.11.2-1
rawtherapee 1:5.10-1
raylib 5.0-1
razercfg 0.42-6
rbutil 1.5.1-1
rccl 6.0.0-1
rcs 5.10.1-2
rdesktop 1.9.0-2
rdfind 1.6.0-2
rdma-core 49.0-1
re2 1:20240201-1
re2c 3.1-1
reactphysics3d 0.9.0-1
read-edid 3.0.2-4
readline 8.2.010-1
readstat 1.1.9-1
reapack 1.2.4.3-1
reaver 1.6.6-1
recode 3.7.14-1
recoll 1.37.4-2
recordmydesktop 0.4.0-3
redis 7.2.4-1
redland 1:1.0.17-8
redshift 1.12-8
refind 0.14.0.2-2
regexxer 0.10-10
reiserfsprogs 3.6.27-4
remake 4.3+dbg1.6-2
remmina 1:1.4.35-1
renameutils 0.12.0-7
renderdoc 1.31-1
repose 7.1-7
reprepro 5.4.3-1
reptyr 0.10.0-1
rest 0.8.1+r4+ge5ee6ef-1
restinio 0.6.17-1
retro-gtk 1.0.2-3
retroarch 1.17.0-1
retsnoop 0.9.8-1
rev-plugins 0.8.1-2
rfdump 1.6-5
rgbds 0.7.0-1
rhash 1.4.4-1
rhonabwy 1.1.13-1
rhvoice 1.8.0-1
rhythmbox 3.4.7-1
riscv32-elf-binutils 2.39-1
riscv32-elf-gdb 13.1-2
riscv32-elf-newlib 3.3.0-2
riscv64-elf-binutils 2.39-1
riscv64-elf-gcc 12.2.0-1
riscv64-elf-gdb 13.1-2
riscv64-elf-newlib 4.1.0-3
riscv64-linux-gnu-binutils 2.39-1
riscv64-linux-gnu-gcc 12.2.0-1
riscv64-linux-gnu-gdb 13.2-1
riscv64-linux-gnu-glibc 2.36-1
riscv64-linux-gnu-linux-api-headers 5.8-1
ristretto 0.13.2-1
rizin 0.6.3-3
rkcommon 1.12.0-1
rkward 0.7.5-3
rlog 1.4-9
rlwrap 0.46.1-1
rmlint 2.10.2-1
rng-tools 6.16-2
rnnoise 0.4.1-1
robin-map 1.2.1-1
roc-toolkit 0.3.0-1
rocalution 6.0.0-2
rocblas 6.0.0-1
rocfft 6.0.0-1
rocksdb 8.6.7-1
rocksndiamonds 4.3.7.1-1
rocksndiamonds-contrib 5-3
rocksndiamonds-data 4.3.7.1-1
rocm-dbgapi 6.0.0-1
rocm-device-libs 6.0.0-1
rocm-llvm 6.0.0-2
rocm-opencl-runtime 6.0.0-1
rocm-smi-lib 6.0.0-1
rocminfo 6.0.0-1
rocprim 6.0.0-1
rocprofiler 6.0.0-1
rocrand 6.0.0-1
rocs 23.08.5-1
rocsolver 6.0.0-1
rocsparse 6.0.0-1
rocthrust 6.0.0-1
roctracer 6.0.0-1
rofi 1.7.5-2
rofi-calc 2.2.0-1
rofi-emoji 3.3.0-1
root 6.30.02-2
rosegarden 23.12-1
roswell 23.10.14.114-1
routino 3.4.1-1
rpcbind 1.2.6-3
rpcsvc-proto 1.4.4-1
rpi-imager 1.8.5-2
rpm-tools 4.19.1.1-1
rrdtool 1.8.0-3
rsibreak 0.12.15-2
rspamd 3.8.1-1
rssguard 4.6.3-1
rsync 3.2.7-6
rt-tests 2.6-1
rtaudio 6.0.1-1
rtkit 0.13-2
rtl-sdr 1:2.0.1-3
rtmidi 6.0.0-1
rtmpdump 1:2.4.r99.f1b83c1-2
rtorrent 0.9.8-4
rtosc 0.3.1-2
rubberband 3.3.0-1
rubiks 20070912-4
ruby 3.0.6-1
ruby-ansi 1.5.0-3
ruby-bcrypt_pbkdf 1.1.0-4
ruby-bigdecimal 3.1.2-4
ruby-byebug 11.1.3-2
ruby-character_set 1.6.0-2
ruby-cucumber-gherkin 27.0.0-1
ruby-cucumber-messages 23.0.0-1
ruby-date 3.2.2-4
ruby-digest 3.1.1-1
ruby-ed25519 1.3.0-2
ruby-eventmachine 1.2.7-6
ruby-fiddle 1.1.0-4
ruby-gpgme 2.0.23-1
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-json 2.7.1-1
ruby-json_pure 2.6.3-1
ruby-llhttp-ffi 0.5.0-1
ruby-markly 0.10.0-1
ruby-msgpack 1.7.2-1
ruby-network_interface 0.0.2-5
ruby-nio4r 2.5.8-1
ruby-nokogiri 1.13.9-1
ruby-patron 0.13.3-2
ruby-pg 1.5.4-1
ruby-psych 4.0.6-1
ruby-puma 5.6.5-2
ruby-pycall 1.5.1-1
ruby-rb-fsevent 0.11.2-1
ruby-redcarpet 3.6.0-2
ruby-rugged 1.7.2-1
ruby-shadow 2.5.1-1
ruby-sqlite3 1.6.9-1
ruby-stringio 3.0.2-4
ruby-thin 1.8.1-1
ruby-trenni 3.14.0-2
ruby-x25519 1.0.10-2
runc 1.1.12-1
rust 1:1.76.0-1
rust-bindgen 0.69.4-1
rx_tools 1.0.3-4
rxvt-unicode 9.31-4
rygel 1:0.42.5-1
rz-cutter 2.3.2-2
rz-ghidra 0.6.0-1
s-nail 14.9.24-2
s2n-tls 1.3.47-1
s3fs-fuse 1.93-1
sage-notebook-exporter 3.4-2
sagemath 10.2-4
sagemath-doc 10.2-1
samba 4.19.5-1
samplv1 0.9.34-1
samurai 1.2-2
sane 1.3.0-1
sane-airscan 0.99.28-1
sarg 2.4.0-3
sauerbraten 2020_12_29-1
sbc 2.0-1
sbcl 2.4.0-1
sbsigntools 0.9.5-1
sc 7.16-8
sc3-plugins 3.13.0-3
scanmem 0.17-7
scantailor-advanced 1.0.19-2
scdoc 1.11.3-1
scenarist 0.7.2.rc15-1
schedtool 1.3.0-7
schismtracker 20240129-1
schroedinger 1.0.11-6
schroot 1.6.13-4
scim 1.4.18-4
scim-chewing 0.5.1-3
scip 9.0.0-1
scite 5.4.1-1
scponly 4.8-11
scrcpy 2.3.1-1
screen 4.9.1-1
screengrab 2.7.0-1
scribus 1.6.1-1
scrot 1.10-1
scrypt 1.3.2-1
scummvm 2.8.0-1
scummvm-tools 2.7.0-1
sdbus-cpp 1.4.0-1
sdcc 4.3.0-1
sdcv 0.5.5-1
sddm 0.20.0-4
sddm-kcm 5.27.10-1
sdl12-compat 1.2.68-1
sdl2 2.30.0-1
sdl2_gfx 1:1.0.4-3
sdl2_image 2.8.2-4
sdl2_mixer 2.8.0-1
sdl2_net 1:2.2.0-1
sdl2_ttf 2.22.0-1
sdl_gfx 2.0.27-1
sdl_image 1.2.12-8
sdl_mixer 1.2.12-12
sdl_net 1.2.8-5
sdl_sound 1.0.3-11
sdl_ttf 2.0.11-6
sdparm 1.12-1
seabios 1.16.3-1
seahorse 1:43.0-2
seahorse-nautilus 1:3.11.92+r96+g0fd324c-1
seatd 0.8.0-1
sed 4.9-3
sensors-applet 1:3.0.0-1
ser2net 4.3.13-1
serd 0.32.2-1
serf 1.3.10-1
serialdv 1.1.4-3
setbfree 0.8.12-1
sfizz 1.2.3-1
sfizz-ui 1.2.3-2
sfml 2.6.1-1
sfsexp 1.4.1-1
sg-323 0.6.3-1
sg3_utils 1.47-1
sh2-elf-binutils 2.39-1
sh2-elf-gdb 12.1-4
sh4-elf-binutils 2.39-1
shaderc 2023.8-1
shadow 4.14.5-1
shairplay 20180824.096b61a-4
shairport-sync 4.3.2-1
shake 1.0-3
shapelib 1.5.0-3
shared-mime-info 2.4-1
shared_meataxe 1.0.1-1
sharutils 4.15.2-5
sherlock.lv2 0.28.0-2
shfs-utils 0.35-7
shhmsg 1.4.2-5
shhopt 1.1.7-6
shim 15.8-1
shotcut 24.01-2
shuffle 1.5-7
siege 4.1.6-1
sigdigger 0.3.0-3
sigil 2.0.2-3
signify 31-3
signing-party 2.11-1
signon-kwallet-extension 23.08.5-1
signon-ui 0.17+20171022-3
signond 8.61-1
sigrok-cli 0.7.2-1
sigrok-firmware-fx2lafw 0.1.7-1
sigutils 0.3.0-3
sile 0.14.17-2
simde 0.7.6-1
simh 3.12.3-2
simutrans 123.0.1-1
singular 4.3.2.p15-2
sip 6.8.3-1
sipcalc 1.1.6-4
sirocco 2.1.0-1
skanlite 23.08.5-1
skanpage 23.08.5-1
skia-sharp 2.88.7-1
skktools 1.3.4-4
skladnik 0.5.1-1
skopeo 1.14.2-1
skrooge 2.31.0-2
sl 5.05-4
slang 2.3.3-2
sleuthkit 4.12.1-1
slim 1.4.0-2
slimevolley 2.4.2-5
slirp4netns 1.2.3-1
sloccount 2.26-10
slock 1.5-1
slop 7.6-4
slowhttptest 1.9.0-1
slurm-llnl 23.11.3.1-2
slurp 1.5.0-1
smartdns 45-1
smartmontools 7.4-1
smb4k 3.2.5-1
smbnetfs 0.6.3-5
smlnj 110.99.4-1
smpeg 2.0.0-2
smplayer 23.12.0-1
snapper 0.10.7-1
snappy 1.1.10-1
snappy-player 1.0-9
snd 24.1-1
sndio 1.9.0-1
snes9x 1.62.3-1
sniffit 0.5-3
sniproxy 0.6.1-1
snorenotify 0.7.0-5
snowball 2.2.0-2
soapyairspy 0.2.0-1
soapyaudio 0.1.1-4
soapybladerf 0.4.1-4
soapyhackrf 0.3.4-1
soapynetsdr 0.2.0-2
soapyosmo 0.2.5-18
soapyplutosdr 0.2.1-5
soapyremote 0.5.2-1
soapyrtlsdr 0.3.3-2
soapysdr 0.8.1-4
soapyuhd 0.4.1-10
socat 1.7.4.4-1
softhsm 2.6.1-4
solfege 3.23.4-7
solid5 5.115.0-1
sonic-pi 3.3.1-5
sonic-visualiser 4.5.2-3
sonivox 3.6.12-1
sonnet5 5.115.0-1
soplex 6.0.4-1
soqt 1.6.1-1
sorcer 1.1.3-4
sord 0.16.16-1
sound-gambit 0.7-2
sound-juicer 3.40.0-2
soundtouch 2.3.2-1
source-highlight 3.1.9-11
sowing 1.1.26.p8-1
sox 14.4.2+r182+g42b3557e-4
spamassassin 4.0.0-2
spandsp 0.0.6-5
sparse 0.6.4-4
sparsehash 2.0.4-2
spatialindex 1.9.3-1
spdlog 1.13.0-1
speakup-utils 3.1.6-6
spectacle 23.08.5-1
spectmorph 0.6.1-1
speech-dispatcher 0.11.5-1
speedcrunch 0.12.0-3
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.2-1
spice-gtk 0.42-3
spice-protocol 0.14.4-1
spice-vdagent 0.22.1-3
spike 1.1.0-4
spin 6.5.2-4
spiped 1.6.2-3
spirv-headers 1:1.3.275.0-1
spirv-llvm-translator 16.0.0.r9+g322fca5d-1
spirv-tools 2023.6-1
splint 3.1.2.git20180129-3
splix 2.0.0-20
spring 106.0-2
springlobby 0.274-1
sqlcipher 4.5.5-1
sqlite 3.45.1-1
sqlitebrowser 3.12.2-3
squashfs-tools 4.6.1-1
squashfuse 0.5.2-1
squeak-vm 4.10.2.2614-7
squeekboard 1.22.0-1
squid 6.7-1
sratom 0.6.16-1
srs 5.0_r1-1
srs-state-threads 1.9.5-1
srsgui 2.0-3
srslte 23.11-1
srt 1.5.3-1
sscg 3.0.5-1
ssdeep 2.14.1-3
sshfs 3.7.3-1
sshguard 2.4.3-1
sslh 2.0.1-1
sslscan 2.1.2-1
sslsplit 0.5.5-3
ssr 0.6.0-1
sssd 2.9.3-1
sstp-client 1:1.0.19-1
stalonetray 0.8.5-1
stardict 3.0.7-1
startup-notification 0.12-8
stb r2166.f4a71b1-1
stdoutisatty 1.0-1
stella 6.7-2
stellarsolver 2.5-1
step 23.08.5-1
stk 5.0.1-3
stlink 1.7.0-2
stochas 1.3.10-1
stoken 0.92-4
stp 2.3.3-11
strace 6.7-1
strawberry 1.0.23-2
stress 1.0.6-1
strike 1.1.3-1
strongswan 5.9.13-1
stubby 0.4.3-1
stunnel 5.71-1
subtitleeditor 0.54.0-5
subversion 1.14.2-13
sudo 1.9.15.p5-1
sugar-artwork 0.120-1
sugar-toolkit-gtk3 0.120-1
suil 0.10.20-1
suitesparse 7.6.0-1
sundials 6.7.0-2
sunpinyin 3.0.0rc2-2
sunxi-tools 1.4.2-3
supercollider 3.13.0-4
superlu 6.0.1-1
supermin 5.3.2-1
superslicer 1:2.4.58.5-9
supertux 0.6.3-7
supertuxkart 1.4-5
surge-xt 1.3.0-1
suscan 0.3.0-1
sushi 45.0-1
suwidgets 0.3.0-1
svt-av1 1.8.0-1
svt-hevc 1.5.1-2
svt-vp9 0.3.0-2
swappy 1.5.1-1
sway 1:1.9-1
swaybg 1.2.0-1
swayidle 1.8.0-1
swayimg 2.1-3
swaylock 1.7.2-1
sweethome3d 7.2-1
swh-plugins 0.4.17-5
swi-prolog 9.0.4-2
swig 4.1.1-2
sword 1.9.0-11
sws 2.13.2.0-2
swtpm 0.8.1-1
sxhkd 0.6.2-3
sxiv 26-1
symengine 0.11.2-3
symmetrica 3.0.1-1
symphytum 2.6-4
sympol 0.1.9-15
sympow 2.023.6-1
syndication-domination 1.0-3
syndication5 5.115.0-1
synergy 1.11.1-1
synfig 1.4.4-5
synfigstudio 1.4.4-1
syntax-highlighting5 5.115.0-1
synthv1 0.9.34-1
sysbench 1.0.20-1
sysdig 0.35.2-1
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-4
syslog-ng 4.4.0-6
sysprof 45.2-1
sysstat 12.7.5-1
system-config-printer 1.5.18-2
systemc 2.3.4-1
systemd 255.4-1
systemd-ui 3-5
systemdgenie 0.99.0-6
systemsettings 5.27.10-1
systray-x 0.9.8-2
sz 2.1.12.5-3
t1lib 5.1.2-8
t1utils 1.42-2
taglib 2.0-1
taglib1 1.13.1-2
tali 40.9-1
talkfilters 2.3.8-7
talloc 2.4.1-1
tang 14-1
tar 1.35-2
tarantool 2.11.1-2
tarsnap 1.0.40-2
task 2.6.2-2
tcc 0.9.27-4
tcl 8.6.13-1
tclap 1.2.5-1
tcpdump 4.99.4-1
tcpflow 1.6.1-2
tcplay 3.3-2
tcpreplay 4.4.3-1
tcsh 6.24.10-1
tdb 1.4.9-1
tdlib 0.9.2-2
tecla 45.0-1
tectonic 0.15.0-1
teensy-loader-cli 2.2-2
teeworlds 0.7.5-2
tekton-cli 0.33.0-1
telegram-desktop 4.15.0-1
telepathy-gabble 0.18.4-4
telepathy-glib 0.24.2-3
telepathy-idle 0.2.2-2
telepathy-logger 0.8.2-6
telepathy-mission-control 5.16.6-3
telepathy-salut 0.8.1-7
tellico 3.5.3-2
telly-skout 23.08.5-1
template-glib 3.36.1-1
tenacity 1.3.3-4
tensorboard 2.15.1-1
tensorflow 2.15.0-6
tepl 1:6.8.0-3
terminology 1.13.0-1
tesseract 5.3.4-1
testdisk 7.2-1
testu01 1.2.3-4
tetrinet 0.11-9
tevent 1:0.15.0-1
texinfo 7.1-2
texlive-bin 2023.66984-19
texlive-texmf 2023.66594-20
texmaker 5.1.4-2
texstudio 4.7.2-2
texworks 0.6.9-2
tftp-hpa 5.2-10
thc-ipv6 3.8-2
the_silver_searcher 2.2.0-2
thermald 2.5.6-1
threadweaver5 5.115.0-1
thrift 0.19.0-1
thunar 4.18.10-1
thunar-media-tags-plugin 0.4.0-2
thunar-volman 4.18.0-1
thunderbird 115.8.0-1
tidy 5.8.0-2
tig 2.5.8-1
tigervnc 1.13.1-3
tilda 2.0.0-1
tiled 1.10.2-1
time 1.9-4
timescaledb 2.13.1-1
timescaledb-old-upgrade 2.13.1-1
timew 1.7.1-1
timezonemap 0.4.5.2-1
timidity++ 2.15.0-10
tinc 1.0.36-3
tint2 17.0.2-3
tinycdb 0.81-1
tinycompress 1.2.11-1
tinyemu 2019_12_21-3
tinygo 0.31.1-1
tinyionice 1.0.4-2
tinyproxy 1.11.1-3
tinyssh 20240101-1
tinyxml 2.6.2-10
tinyxml2 10.0.0-1
tinyxxd 1.3.1-1
tipp10 3.3.1-1
tk 8.6.13-2
tl-expected 1.1.0-1
tllist 1.1.0-1
tlsh 4.8.2-2
tmate 2.4.0-3
tmux 3.4-4
tnftp 20230507-2
toilet 0.3.r155.3eb9d58-2
tokodon 23.08.5-1
tolua++ 1.0.93-4
tomcat-native 2.0.7-1
tomlplusplus 3.4.0-1
toolame 02l-14
topcom 1.1.2-1
tor 0.4.8.10-1
torchvision 0.17.0-1
torsocks 2.4.0-1
totem 43.0-2
totem-pl-parser 3.26.6-2
touchegg 2.0.17-1
toxcore 1:0.2.18-4
toxic 0.11.3-4
tp_smapi 0.44-37
tp_smapi-lts 0.44-13
tpm2-abrmd 3.0.0-1
tpm2-openssl 1.2.0-1
tpm2-pkcs11 1.9.0-1
tpm2-tools 5.3-2
tpm2-totp 0.3.0-2
tpm2-tss 4.0.1-1
tpm2-tss-engine 1.1.0-2
trace-cmd 3.2-1
traceroute 2.1.5-1
tracker3 3.6.0-3
tracker3-miners 3.6.2-2
transmission 4.0.5-1
transmission-remote-gtk 1.5.1-1
trayer 1.1.8-3
tre 0.8.0-6
tree 2.1.1-1
tree-sitter 0.20.10-2
tree-sitter-cli 0.21.0-1
treeify r7958.90292b20-2
trojan 1.16.0-10
trompeloeil 47-1
trurl 0.10-1
tslib 1.23-1
tsocks 1.8beta5-9
tty-solitaire 1.3.1-1
ttyd 1.7.4-1
tumbler 4.18.2-1
tuning-library 1.1.0-3
tuntox 0.0.10.1-2
tup 0.7.11-1
tupitube 0.2.18-5
tuxcards 2.2.1-8
tvtime 1.0.11-4
twolame 0.4.0-3
tzdata 2024a-1
uasm 2.56.2-1
uboot-tools 2024.01-2
ucarp 1.5.2-8
ucblogo 6.2.4-2
uchardet 0.0.8-2
udftools 2.3-1
udisks2 2.10.1-3
udisks2-qt5 5.0.6-1
udns 0.4-5
udp2raw 20230206.0-1
udpxy 1.0.25.1-1
uget 2.2.3-6
ugrep 5.0.0-1
uhttpmock 0.9.0-1
ukui-biometric-auth 1.2.2-7
ukui-control-center 3.0.4-10
ukui-greeter 3.0.3-7
ukui-interface 1.0.1-2
ukui-media 3.0.4-2
ukui-menu 3.0.3-2
ukui-menus 1.1.4-4
ukui-notebook 3.1.1-2
ukui-panel 3.0.6.4-3
ukui-power-manager 3.0.1-2
ukui-screensaver 3.0.2-7
ukui-session-manager 3.0.5-2
ukui-settings-daemon 3.1.1.1-4
ukui-sidebar 3.1.2-1
ukui-system-monitor 1.0.4-2
ukui-window-switch 3.0.1-13
ukwm 1.2.1-4
ulfius 2.7.15-1
ulogd 2.0.8-1
umbrello 23.08.5-1
umockdev 0.17.18-2
umurmur 0.2.20-2
unace 2.5-11
unarchiver 1.10.8-1
unarj 2.65-1
unbound 1.19.1-1
uncertainty-framework 1.2.0-8
unclutter 1:1.6-3
uncrustify 0.77.1-1
unhide 20220611-2
unibilium 2.1.1-1
unicorn 2.0.1-2
unifdef 2.12-3
unison 2.53.4-2
unittestpp 2.0.0-6
unixodbc 2.3.12-1
unpaper 7.0.0-2
unrar 1:7.0.7-1
unrar-free 1:0.1.3-6
unrealircd 6.1.4-1
unrtf 0.21.10-2
unshield 1.5.1-2
unuran 1.11.0-1
unzip 6.0-20
upmpdcli 1.8.8-1
upower 1.90.2-1
uptimed 0.4.6-3
upx 4.2.2-1
uqm 0.8.0-3
uriparser 0.9.7-1
urjtag 2021.03-3
usb_modeswitch 2.6.1-3
usbguard 1.1.2-6
usbmuxd 1.1.1-3
usbredir 0.13.0-1
usbutils 017-1
usbview 3.0-3
usd 23.11-12
utf8cpp 4.0.5-1
uthash 2.3.0-2
util-linux 2.39.3-1
utox 0.18.1-4
uucp 1.07-7
uudeview 20230502-3
uwsgi 2.0.24-1
uwufetch 2.1-1
v4l-utils 1.26.1-1
v4l2loopback 0.12.7-2
vala 0.56.14-1
valgrind 3.22.0-3
vamp-aubio-plugins 0.5.1-5
vamp-plugin-sdk 2.10.0-2
vamps 0.99.2-14
vapoursynth R65-1
vapoursynth-plugin-bestsource r99.20e2135-1
vapoursynth-plugin-fluxsmooth 2-3
vapoursynth-plugin-lsmashsource 1:A.5b-2
vapoursynth-plugin-mvtools 23-2
varnish 7.4.2-1
vbam 2.1.9-1
vbetool 1.2.2-7
vbindiff 3.0_beta5-2
vc 1.4.4-1
vc-intrinsics 0.13.0.r2+g910db48-1
vcdimager 2.0.1-4
vco-plugins 0.3.0-6
vde2 2.3.3-5
vdpauinfo 1.5-1
vector-blf 2.4.1-1
veracrypt 1.25.9-4
verdict 1.4.2-1
verilator 5.020-1
vhba-module 20240202-3
vi 1:070224-6
vice 3.8-1
vid.stab 1.1.1-1
vidcutter 6.0.5.1-7
viewnior 1.8-5
vifm 0.13-1
vigra 1.11.2-1
viking 1.10-2
vim 9.1.0080-1
vimb 3.7.0-1
vinagre 1:3.22.0+r160+gc86e114-1
virglrenderer 0.10.4-1
virtualbox 7.0.14-2
virtualgl 3.1-4
vis 0.8-2
vivaldi-ffmpeg-codecs 122.0.6261.84-1
vkd3d 1.10-1
vkmark 20220318-1
vlc 3.0.20-7
vm.lv2 0.14.0-3
vmaf 3.0.0-1
vmpk 0.9.0-1
vnstat 2.12-1
vokoscreen 4.0.0-1
volume_key 0.3.12-8
volumeicon 0.5.1-5
vorbis-tools 1.4.2-3
vorbisgain 0.37-6
vpnc 1:0.5.3.r526.r213-1
vsftpd 3.0.5-1
vst3sdk 3.7.10_build_14-1
vte3 0.74.2-1
vtk 9.3.0-9
vulkan-headers 1:1.3.276-1
vulkan-icd-loader 1.3.276-1
vulkan-lunarg-tools 1.3.250.0-1
vulkan-tools 1.3.269-1
vulkan-utility-libraries 1.3.273-1
vulkan-validation-layers 1.3.275-1
vvave 3.1.0-1
vym 2.9.26-1
w3m 0.5.3.git20230713_1-1
wabt 1.0.34-1
waf 2.0.26-1
wah-plugins 0.1.0-6
waifu2x-ncnn-vulkan 20220728-3
wake 0.21.0-4
warpinator 1.8.3-1
warzone2100 4.4.2-2
wasi-compiler-rt 16.0.6-2
wasi-libc 1:0+352+c5264e2b-1
wasi-libc++ 16.0.6-1
wasmer 4.2.3-1
wasmtime 18.0.2-1
wavegain 1.3.1-4
wavemon 0.9.5-1
wavpack 5.6.0-1
waybar 0.9.24-3
waycheck 1.1.0-1
wayland 1.22.0-1
wayland-utils 1.2.0-1
waylandpp 1.0.0-2
wayvnc 0.7.2-1
wcslib 8.2.2-1
wdiff 1.2.2-4
webkit2gtk 2.42.5-2
webkit2gtk-4.1 2.42.5-2
webkitgtk-6.0 2.42.5-2
webp-pixbuf-loader 0.2.5-1
webrtc-audio-processing 0.3.1-4
webrtc-audio-processing-1 1.3-2
websocketpp 0.8.2-1
weechat 4.2.1-1
wesnoth 1:1.16.11-1
weston 13.0.0-1
wev 1.0.0-13
wezterm 20240203.110809.5046fc22-1
wf-recorder 0.4.1-1
wget 1.21.4-1
which 2.21-6
whois 5.5.21-1
whowatch 1.8.6-2
widelands 1:1.1-4
wiiuse 0.15.6-1
wildmidi 0.4.5-2
wimlib 1.14.3-1
wine 9.3-1
wine-nine 0.9-1
wine-staging 8.21-1
wipe 2.3.1-5
wireguard-tools 1.0.20210914-1
wireless_tools 30.pre9-3
wireplumber 0.4.17-1
wireshark 4.2.3-1
wishbone-utils 0.7.8-1
wit 3.05a-1
wiznote 2.8.5-1
wl-clipboard 1:2.2.1-1
wl-mirror 0.16.1-1
wlroots 0.17.1-1
wlroots0.16 0.16.2-2
wlsunset 0.3.0-2
wmenu 0.1.6-1
wmname 0.1-5
woff2 1.0.2-4
wofi 1.4.1-1
wol 0.7.1-9
wolf-shaper 1.0.2-1
wolf-spectrum 1.0.0-2
wolfssl 5.6.6-1
workerd 1.20240223.0-1
workrave 1.10.52-3
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wpewebkit 2.42.5-2
wtype 0.4-1
wvdial 1.61-9
wvstreams 4.6.1-21
wxsqlite3 4.9.8-1
wxsvg 1.5.24-2
wxwidgets 3.2.4-3
x11-ssh-askpass 1.2.4.1-7
x11vnc 1:0.9.16-7
x264 3:0.164.r3108.31e19f9-1
x265 3.5-3
x42-plugins 20230915-1
xalan-c 1:1.12-8
xaos 4.3.1-1
xapian-core 1:1.4.24-1
xapp 2.8.2-1
xarchiver 0.5.4.22-1
xautolock 2.2-6
xautomation 1.09-5
xaw3d 1.6.5-1
xbindkeys 1.8.7-4
xboard 4.9.1-3
xca 2.5.0-1
xcalib 0.10-4
xcape 1.2-4
xcb-imdkit 1.0.6-1
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-2
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xcftools 1.0.7-9
xchm 1.36-1
xclip 0.13-4
xcompmgr 1.1.9-1
xdebug 3.3.1-1
xdelta3 3.1.0-4
xdg-dbus-proxy 0.1.5-1
xdg-desktop-portal 1.18.2-1
xdg-desktop-portal-dde 1.0.5-5
xdg-desktop-portal-gnome 45.1-1
xdg-desktop-portal-gtk 1.15.1-1
xdg-desktop-portal-hyprland 1.3.1-4
xdg-desktop-portal-kde 5.27.10-1
xdg-desktop-portal-lxqt 0.5.0-1
xdg-desktop-portal-wlr 0.7.0-2
xdg-desktop-portal-xapp 1.0.4-1
xdg-user-dirs 0.18-1
xdg-utils-cxx 1.0.1-2
xdialog 2.3.1-9
xdo 0.5.7-2
xdotool 3.20211022.1-1
xdp-tools 1.4.2-1
xed 3.4.5-1
xerces-c 3.2.5-1
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.4.0-1
xf86-input-synaptics 1.9.2-1
xf86-input-vmmouse 13.2.0-1
xf86-input-wacom 1.2.0-1
xf86-video-amdgpu 23.0.0-1
xf86-video-ati 1:22.0.0-1
xf86-video-fbdev 0.5.0-3
xf86-video-intel 1:2.99.917+923+gb74b67f0-1
xf86-video-nouveau 1.0.17-2
xf86-video-qxl 0.1.6-1
xf86-video-sisusb 0.9.7-4
xf86-video-vesa 2.6.0-1
xf86-video-vmware 13.4.0-1
xf86-video-voodoo 1.2.6-1
xfburn 0.7.0-1
xfce4-appfinder 4.18.1-1
xfce4-battery-plugin 1.1.5-1
xfce4-clipman-plugin 1.6.6-1
xfce4-cpufreq-plugin 1.2.8-1
xfce4-cpugraph-plugin 1.2.10-1
xfce4-datetime-plugin 0.8.3-1
xfce4-dict 0.8.6-1
xfce4-diskperf-plugin 2.7.0-1
xfce4-genmon-plugin 4.2.0-1
xfce4-mailwatch-plugin 1.3.1-1
xfce4-mount-plugin 1.1.6-1
xfce4-mpc-plugin 0.5.3-1
xfce4-netload-plugin 1.4.1-1
xfce4-notes-plugin 1.11.0-1
xfce4-notifyd 0.9.4-1
xfce4-panel 4.18.6-1
xfce4-power-manager 4.18.3-1
xfce4-pulseaudio-plugin 0.4.8-1
xfce4-screensaver 4.18.2-1
xfce4-screenshooter 1.10.5-1
xfce4-sensors-plugin 1.4.4-1
xfce4-session 4.18.3-1
xfce4-settings 4.18.4-1
xfce4-systemload-plugin 1.3.2-1
xfce4-taskmanager 1.5.7-1
xfce4-terminal 1.1.3-1
xfce4-time-out-plugin 1.1.3-1
xfce4-timer-plugin 1.7.2-1
xfce4-verve-plugin 2.0.3-1
xfce4-wavelan-plugin 0.6.3-1
xfce4-weather-plugin 0.11.1-1
xfce4-whiskermenu-plugin 2.8.3-1
xfce4-xkb-plugin 0.8.3-1
xfconf 4.18.3-1
xfdesktop 4.18.1-1
xfmpc 0.3.1-1
xfsdump 3.1.12-2
xfsprogs 6.6.0-1
xfwm4 4.18.0-2
xine-lib 1.2.13-6
xine-ui 0.99.14-1
xiphos 4.2.1-12
xjadeo 0.8.13-1
