files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.00  T=0.06 s (1733.1 files/s 151950.9 lines/s)"
45,Rust,895,319,5780
5,Markdown,398,4,845
9,YAML,31,27,459
46,TOML,74,100,420
1,JSON5,0,3,67
1,Python,10,0,33
1,Bourne Shell,1,0,3
108,SUM,1409,453,7607
