files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=0.26 s (627.4 files/s 388139.7 lines/s)"
70,C,4492,4994,37493
11,Bourne Shell,4297,4824,26819
10,m4,1142,288,10333
11,XML,76,10,1940
15,C/C++ Header,174,243,767
4,make,123,51,462
34,Text,38,0,221
1,Markdown,39,0,92
1,Bourne Again Shell,2,1,10
3,Python,4,46,9
160,SUM,10387,10457,78146
