files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=6.48 s (164.8 files/s 53981.0 lines/s)"
841,Go,30384,42979,242825
80,Markdown,3058,32,8252
19,JSON,0,0,8053
54,YAML,232,422,4610
46,Bourne Shell,1080,417,3895
5,SVG,12,3,1974
6,Text,54,0,457
6,Python,82,49,275
8,Dockerfile,67,15,184
1,make,44,0,158
1,Perl,31,42,101
1,JavaScript,6,2,23
1068,SUM,35050,43961,270807
