files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=0.03 s (379.3 files/s 323646.6 lines/s)"
4,Bourne Shell,645,923,6889
2,Haskell,116,175,480
1,C/C++ Header,7,6,36
2,m4,9,2,33
1,C,6,5,27
1,Markdown,13,0,15
11,SUM,796,1111,7480
