files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=0.15 s (2128.6 files/s 309643.6 lines/s)"
168,C++,3772,4358,18005
69,C/C++ Header,1454,2705,6044
22,Markdown,695,0,3352
21,Bourne Shell,429,293,1890
18,CMake,215,215,877
6,YAML,40,75,866
13,C,173,126,674
2,Text,74,0,213
1,TOML,0,0,5
320,SUM,6852,7772,31926
