files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.00  T=5.91 s (285.6 files/s 119913.0 lines/s)"
111,Python,6188,8113,475617
18,JSON,0,0,103557
1387,SVG,273,119,64341
16,JavaScript,4406,4465,21583
17,Qt,1,1,6678
84,XML,300,25,3508
6,CSS,125,104,2049
20,reStructuredText,780,2681,1573
2,Text,114,0,527
7,YAML,20,32,280
6,Markdown,108,3,255
3,HTML,35,27,219
3,make,34,5,204
5,Bourne Shell,39,24,161
1,INI,0,0,14
1,DOS Batch,3,4,8
1,diff,0,8,4
1688,SUM,12426,15611,680578
