files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.00  T=0.04 s (2128.0 files/s 205813.4 lines/s)"
68,PO File,1362,816,4984
1,C++,56,31,335
2,Markdown,54,0,238
4,YAML,26,14,199
1,XML,0,0,170
4,CMake,26,33,99
4,GLSL,13,0,33
1,make,4,8,7
3,Text,0,0,3
88,SUM,1541,902,6068
